ticket_id,customer_id,time_request,time_reply,channel,request,reply,solved,original_request,original_ticket_id
4431-EDMIQ_T1,4431-EDMIQ,2024-12-01 00:00:00,2024-12-01 01:15:02,Email,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,True,
4431-EDMIQ_T1,4431-EDMIQ,2024-12-02 01:15:02,2024-12-02 17:26:10,On-site,Technische Störung,Problem gelöst,True,False,4431-EDMIQ_T1
4431-EDMIQ_T2,4431-EDMIQ,2024-12-15 00:00:00,2024-12-15 16:57:57,Chat,Problem mit Rechnung,Ticket geschlossen,True,True,
4431-EDMIQ_T2,4431-EDMIQ,2024-12-16 16:57:57,2024-12-16 21:16:24,Chat,Technische Störung,Anfrage wird bearbeitet,False,False,4431-EDMIQ_T2
4431-EDMIQ_T2,4431-EDMIQ,2024-12-17 21:16:24,2024-12-17 22:30:32,Hotline,Frage zum Vertrag,Problem gelöst,True,False,4431-EDMIQ_T2
6227-HWPWX_T1,6227-HWPWX,2023-12-25 00:00:00,2023-12-26 13:42:21,Hotline,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
6227-HWPWX_T1,6227-HWPWX,2023-12-26 13:42:21,2023-12-27 03:21:41,Email,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,False,6227-HWPWX_T1
6227-HWPWX_T1,6227-HWPWX,2023-12-27 03:21:41,2023-12-28 10:18:44,Chat,Frage zum Vertrag,Anfrage wird bearbeitet,False,False,6227-HWPWX_T1
6227-HWPWX_T2,6227-HWPWX,2024-02-09 00:00:00,2024-02-10 19:02:48,Hotline,Internet funktioniert nicht,Ticket geschlossen,True,True,
6227-HWPWX_T2,6227-HWPWX,2024-02-10 19:02:48,2024-02-10 21:44:04,Social Media,Frage zum Vertrag,Ticket geschlossen,True,False,6227-HWPWX_T2
6227-HWPWX_T2,6227-HWPWX,2024-02-11 21:44:04,2024-02-11 23:25:40,Chat,Beschwerde über Kundenservice,Ticket geschlossen,True,False,6227-HWPWX_T2
0486-LGCCH_T1,0486-LGCCH,2024-04-05 00:00:00,2024-04-05 23:06:59,On-site,Beschwerde über Kundenservice,Ticket geschlossen,True,True,
0447-BEMNG_T1,0447-BEMNG,2022-04-11 00:00:00,2022-04-11 08:42:22,Social Media,Frage zum Vertrag,Weitere Informationen benötigt,False,True,
0447-BEMNG_T1,0447-BEMNG,2022-04-11 08:42:22,2022-04-12 11:46:32,Social Media,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,False,0447-BEMNG_T1
0447-BEMNG_T1,0447-BEMNG,2022-04-12 11:46:32,2022-04-13 20:09:37,Social Media,Frage zum Vertrag,Ticket geschlossen,True,False,0447-BEMNG_T1
0447-BEMNG_T2,0447-BEMNG,2023-09-20 00:00:00,2023-09-20 20:07:23,Chat,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
0447-BEMNG_T2,0447-BEMNG,2023-09-21 20:07:23,2023-09-21 21:25:03,On-site,Internet funktioniert nicht,Ticket geschlossen,True,False,0447-BEMNG_T2
0447-BEMNG_T3,0447-BEMNG,2022-04-04 00:00:00,2022-04-04 11:07:59,Social Media,Problem mit Rechnung,Weitere Informationen benötigt,False,True,
4612-SSVHJ_T1,4612-SSVHJ,2024-09-21 00:00:00,2024-09-22 18:58:40,Email,Technische Störung,Weitere Informationen benötigt,False,True,
4612-SSVHJ_T1,4612-SSVHJ,2024-09-22 18:58:40,2024-09-23 21:02:25,Email,Frage zum Vertrag,Problem gelöst,True,False,4612-SSVHJ_T1
4612-SSVHJ_T2,4612-SSVHJ,2024-11-16 00:00:00,2024-11-16 03:02:16,Chat,Technische Störung,Weitere Informationen benötigt,False,True,
4612-SSVHJ_T2,4612-SSVHJ,2024-11-16 03:02:16,2024-11-17 23:11:44,Hotline,Internet funktioniert nicht,Anfrage wird bearbeitet,False,False,4612-SSVHJ_T2
4612-SSVHJ_T3,4612-SSVHJ,2023-06-10 00:00:00,2023-06-11 17:17:05,Hotline,Problem mit Rechnung,Weitere Informationen benötigt,False,True,
4612-SSVHJ_T4,4612-SSVHJ,2024-03-05 00:00:00,2024-03-05 08:33:47,Hotline,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
4612-SSVHJ_T4,4612-SSVHJ,2024-03-06 08:33:47,2024-03-06 19:20:15,Email,Frage zum Vertrag,Problem gelöst,True,False,4612-SSVHJ_T4
4612-SSVHJ_T4,4612-SSVHJ,2024-03-06 19:20:15,2024-03-07 03:28:05,Chat,Internet funktioniert nicht,Problem gelöst,True,False,4612-SSVHJ_T4
5168-MQQCA_T1,5168-MQQCA,2021-05-29 00:00:00,2021-05-30 09:36:00,Social Media,Beschwerde über Kundenservice,Problem gelöst,True,True,
5168-MQQCA_T1,5168-MQQCA,2021-05-31 09:36:00,2021-05-31 21:19:16,Social Media,Beschwerde über Kundenservice,Problem gelöst,True,False,5168-MQQCA_T1
5168-MQQCA_T1,5168-MQQCA,2021-06-01 21:19:16,2021-06-02 19:17:31,Hotline,Frage zum Vertrag,Anfrage wird bearbeitet,False,False,5168-MQQCA_T1
5168-MQQCA_T2,5168-MQQCA,2022-03-07 00:00:00,2022-03-08 08:55:34,Hotline,Frage zum Vertrag,Ticket geschlossen,True,True,
5168-MQQCA_T2,5168-MQQCA,2022-03-09 08:55:34,2022-03-10 03:48:11,Chat,Problem mit Rechnung,Ticket geschlossen,True,False,5168-MQQCA_T2
5168-MQQCA_T2,5168-MQQCA,2022-03-11 03:48:11,2022-03-12 05:11:04,Chat,Frage zum Vertrag,Problem gelöst,True,False,5168-MQQCA_T2
7971-HLVXI_T1,7971-HLVXI,2022-11-02 00:00:00,2022-11-02 08:02:54,Email,Internet funktioniert nicht,Weitere Informationen benötigt,False,True,
7971-HLVXI_T1,7971-HLVXI,2022-11-03 08:02:54,2022-11-04 10:49:33,Chat,Problem mit Rechnung,Ticket geschlossen,True,False,7971-HLVXI_T1
7971-HLVXI_T2,7971-HLVXI,2021-05-10 00:00:00,2021-05-10 12:47:16,Hotline,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
7971-HLVXI_T2,7971-HLVXI,2021-05-10 12:47:16,2021-05-10 16:38:53,On-site,Technische Störung,Anfrage wird bearbeitet,False,False,7971-HLVXI_T2
7971-HLVXI_T2,7971-HLVXI,2021-05-11 16:38:53,2021-05-12 07:59:16,Chat,Frage zum Vertrag,Ticket geschlossen,True,False,7971-HLVXI_T2
9094-AZPHK_T1,9094-AZPHK,2024-03-04 00:00:00,2024-03-05 23:22:53,On-site,Beschwerde über Kundenservice,Ticket geschlossen,True,True,
9094-AZPHK_T2,9094-AZPHK,2024-07-14 00:00:00,2024-07-15 13:00:48,Chat,Problem mit Rechnung,Anfrage wird bearbeitet,False,True,
9094-AZPHK_T2,9094-AZPHK,2024-07-16 13:00:48,2024-07-16 22:19:50,On-site,Problem mit Rechnung,Weitere Informationen benötigt,False,False,9094-AZPHK_T2
3649-JPUGY_T1,3649-JPUGY,2021-11-13 00:00:00,2021-11-14 11:01:20,Chat,Beschwerde über Kundenservice,Ticket geschlossen,True,True,
3649-JPUGY_T2,3649-JPUGY,2021-03-26 00:00:00,2021-03-26 23:29:04,Social Media,Beschwerde über Kundenservice,Ticket geschlossen,True,True,
3649-JPUGY_T2,3649-JPUGY,2021-03-26 23:29:04,2021-03-26 23:38:21,Hotline,Frage zum Vertrag,Anfrage wird bearbeitet,False,False,3649-JPUGY_T2
3649-JPUGY_T2,3649-JPUGY,2021-03-27 23:38:21,2021-03-27 23:52:39,Chat,Internet funktioniert nicht,Ticket geschlossen,True,False,3649-JPUGY_T2
3649-JPUGY_T3,3649-JPUGY,2023-03-16 00:00:00,2023-03-16 04:41:35,Email,Frage zum Vertrag,Ticket geschlossen,True,True,
3649-JPUGY_T3,3649-JPUGY,2023-03-17 04:41:35,2023-03-18 09:07:30,Hotline,Problem mit Rechnung,Ticket geschlossen,True,False,3649-JPUGY_T3
3649-JPUGY_T3,3649-JPUGY,2023-03-19 09:07:30,2023-03-19 12:51:47,Social Media,Frage zum Vertrag,Weitere Informationen benötigt,False,False,3649-JPUGY_T3
4472-LVYGI_T1,4472-LVYGI,2024-12-31 00:00:00,2024-12-31 16:57:23,Hotline,Frage zum Vertrag,Ticket geschlossen,True,True,
4472-LVYGI_T1,4472-LVYGI,2024-12-31 16:57:23,2024-12-31 23:01:24,Social Media,Frage zum Vertrag,Problem gelöst,True,False,4472-LVYGI_T1
4472-LVYGI_T1,4472-LVYGI,2024-12-31 23:01:24,2024-12-31 23:11:59,Email,Frage zum Vertrag,Ticket geschlossen,True,False,4472-LVYGI_T1
4472-LVYGI_T2,4472-LVYGI,2024-12-31 00:00:00,2024-12-31 07:42:15,On-site,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,True,
4472-LVYGI_T2,4472-LVYGI,2024-12-31 07:42:15,2024-12-31 17:05:34,On-site,Frage zum Vertrag,Weitere Informationen benötigt,False,False,4472-LVYGI_T2
4472-LVYGI_T3,4472-LVYGI,2024-12-31 00:00:00,2024-12-31 10:17:50,Social Media,Problem mit Rechnung,Weitere Informationen benötigt,False,True,
4472-LVYGI_T3,4472-LVYGI,2024-12-31 10:17:50,2024-12-31 13:28:01,Chat,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,False,4472-LVYGI_T3
4472-LVYGI_T3,4472-LVYGI,2024-12-31 13:28:01,2024-12-31 23:19:14,Email,Technische Störung,Problem gelöst,True,False,4472-LVYGI_T3
4472-LVYGI_T4,4472-LVYGI,2024-12-31 00:00:00,2024-12-31 01:35:23,Social Media,Beschwerde über Kundenservice,Problem gelöst,True,True,
4472-LVYGI_T4,4472-LVYGI,2024-12-31 01:35:23,2024-12-31 20:56:51,On-site,Technische Störung,Anfrage wird bearbeitet,False,False,4472-LVYGI_T4
4472-LVYGI_T4,4472-LVYGI,2024-12-31 20:56:51,2024-12-31 22:35:26,Social Media,Frage zum Vertrag,Problem gelöst,True,False,4472-LVYGI_T4
4472-LVYGI_T5,4472-LVYGI,2024-12-31 00:00:00,2024-12-31 21:34:55,Email,Technische Störung,Problem gelöst,True,True,
4472-LVYGI_T5,4472-LVYGI,2024-12-31 21:34:55,2024-12-31 23:47:31,Hotline,Technische Störung,Problem gelöst,True,False,4472-LVYGI_T5
4472-LVYGI_T5,4472-LVYGI,2024-12-31 23:47:31,2024-12-31 23:58:18,Chat,Technische Störung,Weitere Informationen benötigt,False,False,4472-LVYGI_T5
8372-JUXUI_T1,8372-JUXUI,2024-12-27 00:00:00,2024-12-28 14:28:56,Hotline,Frage zum Vertrag,Problem gelöst,True,True,
8372-JUXUI_T2,8372-JUXUI,2024-12-21 00:00:00,2024-12-22 16:49:44,Chat,Problem mit Rechnung,Anfrage wird bearbeitet,False,True,
3552-CTCYF_T1,3552-CTCYF,2021-05-23 00:00:00,2021-05-23 23:42:28,Chat,Problem mit Rechnung,Problem gelöst,True,True,
3552-CTCYF_T1,3552-CTCYF,2021-05-23 23:42:28,2021-05-24 13:09:16,Hotline,Technische Störung,Ticket geschlossen,True,False,3552-CTCYF_T1
3552-CTCYF_T1,3552-CTCYF,2021-05-25 13:09:16,2021-05-25 20:36:38,Social Media,Internet funktioniert nicht,Weitere Informationen benötigt,False,False,3552-CTCYF_T1
3552-CTCYF_T2,3552-CTCYF,2020-11-25 00:00:00,2020-11-26 05:06:01,Social Media,Technische Störung,Problem gelöst,True,True,
3552-CTCYF_T3,3552-CTCYF,2022-10-10 00:00:00,2022-10-11 02:20:55,On-site,Internet funktioniert nicht,Weitere Informationen benötigt,False,True,
6778-YSNIH_T1,6778-YSNIH,2024-11-19 00:00:00,2024-11-19 16:26:51,On-site,Internet funktioniert nicht,Weitere Informationen benötigt,False,True,
6778-YSNIH_T2,6778-YSNIH,2024-11-01 00:00:00,2024-11-01 17:00:24,Email,Beschwerde über Kundenservice,Problem gelöst,True,True,
6778-YSNIH_T2,6778-YSNIH,2024-11-02 17:00:24,2024-11-02 21:28:09,Email,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,False,6778-YSNIH_T2
6778-YSNIH_T3,6778-YSNIH,2024-11-12 00:00:00,2024-11-12 14:51:13,Social Media,Problem mit Rechnung,Problem gelöst,True,True,
6778-YSNIH_T3,6778-YSNIH,2024-11-12 14:51:13,2024-11-12 17:20:10,Hotline,Problem mit Rechnung,Anfrage wird bearbeitet,False,False,6778-YSNIH_T3
0388-EOPEX_T1,0388-EOPEX,2024-12-08 00:00:00,2024-12-09 23:20:26,Hotline,Internet funktioniert nicht,Problem gelöst,True,True,
0388-EOPEX_T1,0388-EOPEX,2024-12-10 23:20:26,2024-12-11 08:32:07,Chat,Problem mit Rechnung,Problem gelöst,True,False,0388-EOPEX_T1
0388-EOPEX_T1,0388-EOPEX,2024-12-12 08:32:07,2024-12-13 12:54:06,On-site,Frage zum Vertrag,Ticket geschlossen,True,False,0388-EOPEX_T1
0388-EOPEX_T2,0388-EOPEX,2024-11-27 00:00:00,2024-11-28 07:44:05,Chat,Beschwerde über Kundenservice,Problem gelöst,True,True,
5756-OZRIO_T1,5756-OZRIO,2024-01-02 00:00:00,2024-01-03 01:09:54,Hotline,Internet funktioniert nicht,Problem gelöst,True,True,
5756-OZRIO_T1,5756-OZRIO,2024-01-03 01:09:54,2024-01-03 07:16:12,Chat,Problem mit Rechnung,Problem gelöst,True,False,5756-OZRIO_T1
5756-OZRIO_T2,5756-OZRIO,2024-05-30 00:00:00,2024-05-30 11:40:15,On-site,Technische Störung,Anfrage wird bearbeitet,False,True,
5756-OZRIO_T2,5756-OZRIO,2024-05-30 11:40:15,2024-05-31 05:11:59,Social Media,Internet funktioniert nicht,Weitere Informationen benötigt,False,False,5756-OZRIO_T2
5756-OZRIO_T2,5756-OZRIO,2024-06-01 05:11:59,2024-06-01 20:31:06,Hotline,Problem mit Rechnung,Anfrage wird bearbeitet,False,False,5756-OZRIO_T2
5756-OZRIO_T3,5756-OZRIO,2021-08-17 00:00:00,2021-08-18 20:23:58,On-site,Technische Störung,Ticket geschlossen,True,True,
5756-OZRIO_T4,5756-OZRIO,2024-04-21 00:00:00,2024-04-21 13:04:21,Email,Beschwerde über Kundenservice,Problem gelöst,True,True,
5756-OZRIO_T5,5756-OZRIO,2024-10-19 00:00:00,2024-10-19 15:50:32,Email,Technische Störung,Anfrage wird bearbeitet,False,True,
5756-OZRIO_T5,5756-OZRIO,2024-10-19 15:50:32,2024-10-19 17:45:12,Email,Frage zum Vertrag,Weitere Informationen benötigt,False,False,5756-OZRIO_T5
5756-OZRIO_T5,5756-OZRIO,2024-10-19 17:45:12,2024-10-20 02:07:30,Chat,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,False,5756-OZRIO_T5
6579-JPICP_T1,6579-JPICP,2024-11-30 00:00:00,2024-12-01 15:30:57,On-site,Internet funktioniert nicht,Ticket geschlossen,True,True,
6579-JPICP_T2,6579-JPICP,2024-12-23 00:00:00,2024-12-23 18:23:44,Chat,Technische Störung,Weitere Informationen benötigt,False,True,
6579-JPICP_T2,6579-JPICP,2024-12-23 18:23:44,2024-12-23 20:34:37,Hotline,Internet funktioniert nicht,Problem gelöst,True,False,6579-JPICP_T2
6579-JPICP_T2,6579-JPICP,2024-12-23 20:34:37,2024-12-24 09:56:39,Email,Internet funktioniert nicht,Weitere Informationen benötigt,False,False,6579-JPICP_T2
8205-OTCHB_T1,8205-OTCHB,2023-09-05 00:00:00,2023-09-06 10:45:29,Social Media,Technische Störung,Ticket geschlossen,True,True,
8205-OTCHB_T1,8205-OTCHB,2023-09-06 10:45:29,2023-09-07 13:23:42,Hotline,Technische Störung,Problem gelöst,True,False,8205-OTCHB_T1
8205-OTCHB_T2,8205-OTCHB,2024-03-28 00:00:00,2024-03-28 08:12:18,Hotline,Problem mit Rechnung,Weitere Informationen benötigt,False,True,
8205-OTCHB_T2,8205-OTCHB,2024-03-28 08:12:18,2024-03-28 12:09:07,Chat,Frage zum Vertrag,Problem gelöst,True,False,8205-OTCHB_T2
8205-OTCHB_T2,8205-OTCHB,2024-03-29 12:09:07,2024-03-30 11:12:40,Social Media,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,False,8205-OTCHB_T2
8205-OTCHB_T3,8205-OTCHB,2024-06-06 00:00:00,2024-06-07 17:28:07,On-site,Technische Störung,Ticket geschlossen,True,True,
8205-OTCHB_T4,8205-OTCHB,2023-09-06 00:00:00,2023-09-07 10:51:55,Chat,Technische Störung,Anfrage wird bearbeitet,False,True,
8205-OTCHB_T4,8205-OTCHB,2023-09-07 10:51:55,2023-09-08 16:16:04,On-site,Beschwerde über Kundenservice,Problem gelöst,True,False,8205-OTCHB_T4
8205-OTCHB_T5,8205-OTCHB,2023-07-07 00:00:00,2023-07-07 09:16:09,Chat,Problem mit Rechnung,Problem gelöst,True,True,
8205-OTCHB_T5,8205-OTCHB,2023-07-08 09:16:09,2023-07-08 16:35:50,On-site,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,False,8205-OTCHB_T5
8205-OTCHB_T5,8205-OTCHB,2023-07-08 16:35:50,2023-07-08 21:12:57,Social Media,Internet funktioniert nicht,Weitere Informationen benötigt,False,False,8205-OTCHB_T5
0505-SPOOW_T1,0505-SPOOW,2021-08-24 00:00:00,2021-08-24 08:14:01,On-site,Technische Störung,Weitere Informationen benötigt,False,True,
0505-SPOOW_T1,0505-SPOOW,2021-08-24 08:14:01,2021-08-25 17:14:44,Social Media,Internet funktioniert nicht,Ticket geschlossen,True,False,0505-SPOOW_T1
0505-SPOOW_T1,0505-SPOOW,2021-08-25 17:14:44,2021-08-25 19:45:11,Social Media,Internet funktioniert nicht,Weitere Informationen benötigt,False,False,0505-SPOOW_T1
6235-VDHOM_T1,6235-VDHOM,2024-11-16 00:00:00,2024-11-16 11:08:13,Email,Beschwerde über Kundenservice,Ticket geschlossen,True,True,
6235-VDHOM_T1,6235-VDHOM,2024-11-17 11:08:13,2024-11-18 15:29:20,Hotline,Frage zum Vertrag,Problem gelöst,True,False,6235-VDHOM_T1
6235-VDHOM_T1,6235-VDHOM,2024-11-18 15:29:20,2024-11-19 22:35:42,On-site,Internet funktioniert nicht,Problem gelöst,True,False,6235-VDHOM_T1
7783-YKGDV_T1,7783-YKGDV,2024-07-28 00:00:00,2024-07-28 06:14:07,Chat,Internet funktioniert nicht,Weitere Informationen benötigt,False,True,
7783-YKGDV_T2,7783-YKGDV,2024-03-21 00:00:00,2024-03-22 12:37:12,Hotline,Frage zum Vertrag,Problem gelöst,True,True,
7783-YKGDV_T2,7783-YKGDV,2024-03-22 12:37:12,2024-03-23 04:57:25,Email,Technische Störung,Weitere Informationen benötigt,False,False,7783-YKGDV_T2
4374-YMUSQ_T1,4374-YMUSQ,2024-08-24 00:00:00,2024-08-24 11:01:46,On-site,Problem mit Rechnung,Problem gelöst,True,True,
4513-CXYIX_T1,4513-CXYIX,2022-07-28 00:00:00,2022-07-28 23:53:04,Social Media,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,True,
4513-CXYIX_T1,4513-CXYIX,2022-07-29 23:53:04,2022-07-30 03:34:47,Social Media,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,False,4513-CXYIX_T1
4513-CXYIX_T1,4513-CXYIX,2022-07-30 03:34:47,2022-07-31 08:02:24,On-site,Problem mit Rechnung,Anfrage wird bearbeitet,False,False,4513-CXYIX_T1
7803-XOCCZ_T1,7803-XOCCZ,2023-12-12 00:00:00,2023-12-12 18:44:31,On-site,Internet funktioniert nicht,Problem gelöst,True,True,
7803-XOCCZ_T1,7803-XOCCZ,2023-12-12 18:44:31,2023-12-13 07:55:54,Chat,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,False,7803-XOCCZ_T1
7803-XOCCZ_T2,7803-XOCCZ,2024-03-29 00:00:00,2024-03-29 11:12:06,On-site,Frage zum Vertrag,Ticket geschlossen,True,True,
7803-XOCCZ_T3,7803-XOCCZ,2024-05-27 00:00:00,2024-05-28 11:05:00,Email,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,True,
7803-XOCCZ_T3,7803-XOCCZ,2024-05-29 11:05:00,2024-05-29 22:50:37,Chat,Frage zum Vertrag,Problem gelöst,True,False,7803-XOCCZ_T3
5736-YEJAX_T1,5736-YEJAX,2024-09-18 00:00:00,2024-09-19 19:33:55,Chat,Problem mit Rechnung,Problem gelöst,True,True,
5736-YEJAX_T1,5736-YEJAX,2024-09-19 19:33:55,2024-09-19 21:05:59,Hotline,Frage zum Vertrag,Anfrage wird bearbeitet,False,False,5736-YEJAX_T1
5736-YEJAX_T1,5736-YEJAX,2024-09-20 21:05:59,2024-09-20 22:53:24,Chat,Beschwerde über Kundenservice,Problem gelöst,True,False,5736-YEJAX_T1
5736-YEJAX_T2,5736-YEJAX,2024-02-01 00:00:00,2024-02-01 08:51:56,Social Media,Internet funktioniert nicht,Problem gelöst,True,True,
5736-YEJAX_T2,5736-YEJAX,2024-02-02 08:51:56,2024-02-02 15:11:10,Chat,Problem mit Rechnung,Anfrage wird bearbeitet,False,False,5736-YEJAX_T2
5736-YEJAX_T3,5736-YEJAX,2023-04-07 00:00:00,2023-04-08 11:15:17,Chat,Problem mit Rechnung,Ticket geschlossen,True,True,
5736-YEJAX_T3,5736-YEJAX,2023-04-09 11:15:17,2023-04-10 05:13:35,Social Media,Frage zum Vertrag,Anfrage wird bearbeitet,False,False,5736-YEJAX_T3
8981-FJGLA_T1,8981-FJGLA,2024-04-28 00:00:00,2024-04-29 02:21:22,Social Media,Technische Störung,Weitere Informationen benötigt,False,True,
8981-FJGLA_T1,8981-FJGLA,2024-04-30 02:21:22,2024-05-01 03:58:46,Email,Beschwerde über Kundenservice,Ticket geschlossen,True,False,8981-FJGLA_T1
7218-HKQFK_T1,7218-HKQFK,2024-12-01 00:00:00,2024-12-01 14:56:00,Hotline,Frage zum Vertrag,Anfrage wird bearbeitet,False,True,
7218-HKQFK_T1,7218-HKQFK,2024-12-02 14:56:00,2024-12-03 14:57:23,Hotline,Internet funktioniert nicht,Ticket geschlossen,True,False,7218-HKQFK_T1
7218-HKQFK_T1,7218-HKQFK,2024-12-03 14:57:23,2024-12-03 17:41:02,Social Media,Frage zum Vertrag,Ticket geschlossen,True,False,7218-HKQFK_T1
7218-HKQFK_T2,7218-HKQFK,2024-12-04 00:00:00,2024-12-04 15:29:22,Social Media,Problem mit Rechnung,Weitere Informationen benötigt,False,True,
7218-HKQFK_T2,7218-HKQFK,2024-12-04 15:29:22,2024-12-04 22:58:01,Social Media,Beschwerde über Kundenservice,Ticket geschlossen,True,False,7218-HKQFK_T2
7218-HKQFK_T2,7218-HKQFK,2024-12-04 22:58:01,2024-12-05 17:22:25,Hotline,Beschwerde über Kundenservice,Problem gelöst,True,False,7218-HKQFK_T2
4636-QRJKY_T1,4636-QRJKY,2024-09-13 00:00:00,2024-09-13 12:47:25,Hotline,Beschwerde über Kundenservice,Problem gelöst,True,True,
4636-QRJKY_T1,4636-QRJKY,2024-09-13 12:47:25,2024-09-13 18:46:27,Email,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,False,4636-QRJKY_T1
4636-QRJKY_T1,4636-QRJKY,2024-09-13 18:46:27,2024-09-13 23:45:25,Hotline,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,False,4636-QRJKY_T1
4636-QRJKY_T2,4636-QRJKY,2024-07-03 00:00:00,2024-07-04 07:01:54,Social Media,Beschwerde über Kundenservice,Anfrage wird bearbeitet,False,True,
4636-QRJKY_T3,4636-QRJKY,2024-11-19 00:00:00,2024-11-19 16:00:44,Hotline,Technische Störung,Anfrage wird bearbeitet,False,True,
4636-QRJKY_T3,4636-QRJKY,2024-11-20 16:00:44,2024-11-21 22:50:23,On-site,Beschwerde über Kundenservice,Ticket geschlossen,True,False,4636-QRJKY_T3
4636-QRJKY_T4,4636-QRJKY,2024-08-29 00:00:00,2024-08-30 17:22:04,Hotline,Frage zum Vertrag,Weitere Informationen benötigt,False,True,
4636-QRJKY_T4,4636-QRJKY,2024-08-30 17:22:04,2024-08-30 22:59:12,Chat,Technische Störung,Ticket geschlossen,True,False,4636-QRJKY_T4
4636-QRJKY_T5,4636-QRJKY,2024-12-01 00:00:00,2024-12-01 13:40:57,Social Media,Internet funktioniert nicht,Anfrage wird bearbeitet,False,True,
1135-LMECX_T1,1135-LMECX,2024-12-03 00:00:00,2024-12-04 19:28:31,Social Media,Beschwerde über Kundenservice,Problem gelöst,True,True,
1135-LMECX_T1,1135-LMECX,2024-12-04 19:28:31,2024-12-04 23:01:25,Chat,Technische Störung,Problem gelöst,True,False,1135-LMECX_T1
4332-MUOEZ_T1,4332-MUOEZ,2024-08-30 00:00:00,2024-08-30 03:19:19,On-site,Problem mit Rechnung,Ticket geschlossen,True,True,
4332-MUOEZ_T1,4332-MUOEZ,2024-08-31 03:19:19,2024-08-31 22:11:30,Chat,Internet funktioniert nicht,Anfrage wird bearbeitet,False,False,4332-MUOEZ_T1
4332-MUOEZ_T2,4332-MUOEZ,2024-08-04 00:00:00,2024-08-05 17:44:43,On-site,Frage zum Vertrag,Weitere Informationen benötigt,False,True,
4332-MUOEZ_T3,4332-MUOEZ,2024-10-01 00:00:00,2024-10-02 04:49:34,Social Media,Frage zum Vertrag,Problem gelöst,True,True,
4332-MUOEZ_T3,4332-MUOEZ,2024-10-02 04:49:34,2024-10-03 18:07:49,Email,Technische Störung,Problem gelöst,True,False,4332-MUOEZ_T3
4332-MUOEZ_T3,4332-MUOEZ,2024-10-04 18:07:49,2024-10-04 20:54:06,Hotline,Technische Störung,Weitere Informationen benötigt,False,False,4332-MUOEZ_T3
5956-VKDTT_T1,5956-VKDTT,2024-08-07 00:00:00,2024-08-08 23:07:21,Email,Problem mit Rechnung,Anfrage wird bearbeitet,False,True,
5956-VKDTT_T2,5956-VKDTT,2024-11-07 00:00:00,2024-11-08 12:44:30,Hotline,Frage zum Vertrag,Weitere Informationen benötigt,False,True,
5956-VKDTT_T2,5956-VKDTT,2024-11-08 12:44:30,2024-11-09 11:11:45,Chat,Frage zum Vertrag,Anfrage wird bearbeitet,False,False,5956-VKDTT_T2
5956-VKDTT_T2,5956-VKDTT,2024-11-09 11:11:45,2024-11-09 16:56:17,Chat,Internet funktioniert nicht,Weitere Informationen benötigt,False,False,5956-VKDTT_T2
8677-HDZEE_T1,8677-HDZEE,2023-12-16 00:00:00,2023-12-16 13:22:07,Chat,Problem mit Rechnung,Ticket geschlossen,True,True,
8677-HDZEE_T1,8677-HDZEE,2023-12-16 13:22:07,2023-12-16 15:26:43,On-site,Problem mit Rechnung,Weitere Informationen benötigt,False,False,8677-HDZEE_T1
2475-MROZF_T1,2475-MROZF,2023-12-23 00:00:00,2023-12-23 01:10:10,On-site,Beschwerde über Kundenservice,Ticket geschlossen,True,True,
9412-GHEEC_T1,9412-GHEEC,2024-11-06 00:00:00,2024-11-07 02:11:12,Social Media,Beschwerde über Kundenservice,Weitere Informationen benötigt,False,True,
9412-GHEEC_T2,9412-GHEEC,2022-11-21 00:00:00,2022-11-22 03:55:43,Hotline,Technische Störung,Ticket geschlossen,True,True,
9412-GHEEC_T2,9412-GHEEC,2022-11-22 03:55:43,2022-11-23 22:54:56,Hotline,Technische Störung,Weitere Informationen benötigt,False,False,9412-GHEEC_T2
9412-GHEEC_T2,9412-GHEEC,2022-11-24 22:54:56,2022-11-24 23:55:15,Social Media,Problem mit Rechnung,Ticket geschlossen,True,False,9412-GHEEC_T2
3482-ABPKK_T1,3482-ABPKK,2022-12-19 00:00:00,2022-12-20 21:11:37,Social Media,Internet funktioniert nicht,Problem gelöst,True,True,
3482-ABPKK_T1,3482-ABPKK,2022-12-21 21:11:37,2022-12-21 23:34:00,Hotline,Technische Störung,Ticket geschlossen,True,False,3482-ABPKK_T1
