country_DE;country_ES;country_FR;country_IT;customer_segment_Premium;customer_segment_Standard;acquisition_channel_Organic;acquisition_channel_Paid Ads;acquisition_channel_Referral;recency_days;frequency;monetary_total;avg_order_value;recent_30d_spend;prev_30d_spend;spend_trend;tenure_days;future_revenue_90d
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;55.54;27.77;20.83;0.0;20.83;609.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;452.0;0.0
0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;9.0;4.0;347.71000000000004;86.92750000000001;88.85;0.0;88.85;556.0;153.65
0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;510.0;23.53
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;37.0;1.0;27.2;27.2;0.0;27.2;-27.2;231.0;92.25
0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;54.0;3.0;946.24;315.41333333333336;0.0;872.57;-872.57;270.0;28.72
0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;147.0;1.0;17.75;17.75;0.0;0.0;0.0;287.0;33.64
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;466.0;7.17
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;4.0;151.79000000000002;37.947500000000005;11.0;42.02;-31.020000000000003;666.0;152.16
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;480.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;644.0;0.0
0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;24.0;2.0;83.95;41.975;58.08;0.0;58.08;483.0;56.48
0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;34.16
0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;37.0;4.0;154.47;38.6175;0.0;43.12;-43.12;463.0;48.46
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;66.0;30.74
0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;369.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;2.0;46.34;23.17;29.33;0.0;29.33;219.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.0;2.0;93.71;46.855;0.0;0.0;0.0;396.0;34.04
1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;54.0;2.0;186.11;93.055;0.0;37.08;-37.08;536.0;0.0
0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;16.2
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;14.46
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;24.0;2.0;101.50999999999999;50.754999999999995;21.9;0.0;21.9;538.0;32.52
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;161.0;77.94
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;116.0;1.0;20.37;20.37;0.0;0.0;0.0;540.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;31.0;4.0;98.58;24.645;0.0;44.980000000000004;-44.980000000000004;206.0;25.7
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;154.0;43.04
0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;39.0;3.0;144.06;48.02;0.0;123.14;-123.14;402.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;7.0;5.0;167.57;33.513999999999996;74.93;10.17;64.76;192.0;17.92
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;19.0;3.0;95.24;31.746666666666666;65.13;0.0;65.13;531.0;66.42
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;89.0;2.0;77.94;38.97;0.0;0.0;0.0;673.0;35.49
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;660.0;0.0
0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;5.0;6.0;256.68;42.78;63.26;0.0;63.26;404.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;71.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;102.0;3.0;428.09;142.69666666666666;0.0;0.0;0.0;637.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;397.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;112.0;1.0;95.64;95.64;0.0;0.0;0.0;216.0;31.93
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;25.0;5.0;156.67;31.333999999999996;41.36;23.61;17.75;583.0;12.52
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;2.0;48.5;24.25;48.5;0.0;48.5;203.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;30.0;3.0;96.1;32.03333333333333;0.0;69.67;-69.67;507.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;139.0;27.71
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;37.0;5.0;151.77;30.354000000000003;0.0;55.95;-55.95;307.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;54.2;27.1;54.2;0.0;54.2;331.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;9.0;2.0;103.11;51.555;73.87;0.0;73.87;601.0;43.85
0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4.0;1.0;15.93;15.93;15.93;0.0;15.93;392.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;21.0;1.0;38.66;38.66;38.66;0.0;38.66;104.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;22.0;2.0;40.839999999999996;20.419999999999998;14.12;0.0;14.12;716.0;0.0
0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;4.0;171.38;42.845;23.63;0.0;23.63;176.0;75.66
0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;370.0;35.24
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;22.0;2.0;46.06;23.03;19.38;0.0;19.38;205.0;62.4
0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;31.0;3.0;165.78;55.26;0.0;67.26;-67.26;246.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;76.0;2.0;78.63;39.315;0.0;0.0;0.0;415.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;31.0;4.0;209.46;52.365;0.0;112.24;-112.24;505.0;85.78
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;80.0;1.0;81.2;81.2;0.0;0.0;0.0;272.0;41.4
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0;2.0;66.03;33.015;0.0;66.03;-66.03;628.0;45.89
0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;304.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;93.0;1.0;29.8;29.8;0.0;0.0;0.0;661.0;54.51
0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;17.0;2.0;121.64999999999999;60.824999999999996;70.46;51.19;19.269999999999996;255.0;93.06
1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;86.0;1.0;52.14;52.14;0.0;0.0;0.0;271.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;669.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;87.0;3.0;161.03;53.67666666666667;0.0;0.0;0.0;177.0;0.0
0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;27.0;3.0;172.35;57.449999999999996;81.55;0.0;81.55;427.0;363.03999999999996
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;155.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;100.0;3.0;54.7;18.233333333333334;0.0;0.0;0.0;700.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;11.0;4.0;341.48;85.37;126.96;150.01999999999998;-23.059999999999988;599.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;369.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;593.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;86.0;2.0;48.68;24.34;0.0;0.0;0.0;489.0;36.92
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;140.0;1.0;51.38;51.38;0.0;0.0;0.0;248.0;56.84
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;125.0;1.0;42.59;42.59;0.0;0.0;0.0;625.0;0.0
0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;49.0;3.0;179.64;59.879999999999995;0.0;79.85;-79.85;235.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;103.0;1.0;12.28;12.28;0.0;0.0;0.0;655.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;130.0;1.0;41.04;41.04;0.0;0.0;0.0;602.0;293.77
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;111.0;2.0;67.13;33.565;0.0;0.0;0.0;301.0;61.63
0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;75.0;1.0;26.4;26.4;0.0;0.0;0.0;150.0;23.65
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;70.0;4.0;125.03999999999999;31.259999999999998;0.0;0.0;0.0;606.0;0.0
0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;9.0;4.0;166.07999999999998;41.519999999999996;68.69;52.02;16.669999999999995;511.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;37.0;1.0;41.34;41.34;0.0;41.34;-41.34;54.0;56.5
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;34.0;1.0;52.23;52.23;0.0;52.23;-52.23;306.0;236.47
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;93.0;2.0;102.86;51.43;0.0;0.0;0.0;404.0;166.66
0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;13.0;3.0;808.7;269.56666666666666;784.5400000000001;0.0;784.5400000000001;477.0;155.49
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;133.0;1.0;18.78;18.78;0.0;0.0;0.0;283.0;28.15
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;299.0;0.0
0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;105.39;52.695;14.84;0.0;14.84;515.0;71.02
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;94.0;1.0;55.81;55.81;0.0;0.0;0.0;714.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;13.0;3.0;75.25;25.083333333333332;25.97;0.0;25.97;620.0;92.44
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;50.83
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;68.0;2.0;43.58;21.79;0.0;0.0;0.0;425.0;81.47
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;87.0;2.0;192.10000000000002;96.05000000000001;0.0;0.0;0.0;378.0;40.4
0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;106.0;5.0;456.21999999999997;91.244;0.0;0.0;0.0;389.0;161.02
0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;32.0;1.0;48.47;48.47;0.0;48.47;-48.47;158.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;15.0;2.0;98.33;49.165;26.38;0.0;26.38;683.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;35.0;1.0;51.5;51.5;0.0;51.5;-51.5;670.0;13.2
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;86.0;2.0;83.68;41.84;0.0;0.0;0.0;529.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;375.0;70.19
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;13.0;2.0;172.05;86.025;96.53;0.0;96.53;240.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;3.0;55.519999999999996;18.506666666666664;25.7;0.0;25.7;372.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;408.0;22.22
0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;613.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;313.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;334.0;27.06
0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;384.0;87.89
0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;535.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;155.05
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;11.0;2.0;86.35;43.175;49.8;0.0;49.8;488.0;0.0
0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;2.0;119.52000000000001;59.760000000000005;53.62;65.9;-12.280000000000008;332.0;56.07
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;3.0;43.620000000000005;14.540000000000001;43.620000000000005;0.0;43.620000000000005;350.0;23.68
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;109.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;65.0;1.0;63.56;63.56;0.0;0.0;0.0;410.0;16.83
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;19.0;4.0;131.49;32.8725;57.730000000000004;0.0;57.730000000000004;522.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;715.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;38.0;1.0;26.59;26.59;0.0;26.59;-26.59;465.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;126.0;23.05
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;723.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;33.0;2.0;63.98;31.99;0.0;63.98;-63.98;334.0;50.2
0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;82.0;2.0;86.52;43.26;0.0;0.0;0.0;628.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;25.0;3.0;111.57000000000001;37.190000000000005;43.27;28.24;15.030000000000005;510.0;33.62
1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;325.0;99.05
0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;11.0;5.0;282.94;56.588;146.67;0.0;146.67;500.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;12.0;4.0;143.88;35.97;22.11;89.95;-67.84;651.0;65.33
0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;22.0;3.0;108.39;36.13;16.63;0.0;16.63;244.0;30.21
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.0;4.0;152.36;38.09;31.58;60.63;-29.050000000000004;239.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0;2.0;93.96000000000001;46.980000000000004;26.96;0.0;26.96;644.0;27.29
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;525.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;68.0;3.0;89.39;29.796666666666667;0.0;0.0;0.0;552.0;88.15
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;144.0;2.0;151.09;75.545;0.0;0.0;0.0;248.0;109.42
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;197.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;177.0;1.0;49.49;49.49;0.0;0.0;0.0;199.0;37.61
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;12.0;1.0;277.82;277.82;277.82;0.0;277.82;44.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;10.0;4.0;541.35;135.3375;507.73;0.0;507.73;169.0;143.37
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;496.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;43.0;5.0;95.09;19.018;0.0;19.28;-19.28;652.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;7.0;3.0;347.15;115.71666666666665;21.26;0.0;21.26;281.0;52.45
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;61.0;155.42
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;56.040000000000006
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;41.0;1.0;50.18;50.18;0.0;50.18;-50.18;562.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;21.0;1.0;13.92;13.92;13.92;0.0;13.92;558.0;50.080000000000005
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;127.0;1.0;10.43;10.43;0.0;0.0;0.0;703.0;42.86
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;627.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;37.0;3.0;129.68;43.22666666666667;0.0;59.79;-59.79;325.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;126.0;2.0;79.53;39.765;0.0;0.0;0.0;331.0;35.0
0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;11.0;2.0;68.91;34.455;29.64;0.0;29.64;459.0;46.63
0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;83.0;3.0;251.1;83.7;0.0;0.0;0.0;504.0;217.22000000000003
0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;83.0;1.0;23.98;23.98;0.0;0.0;0.0;124.0;0.0
0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;86.0;2.0;76.82;38.41;0.0;0.0;0.0;394.0;24.24
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;38.0;1.0;20.05;20.05;0.0;20.05;-20.05;140.0;177.84
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;98.17
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;118.0;1.0;34.71;34.71;0.0;0.0;0.0;499.0;96.3
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;79.0;1.0;56.09;56.09;0.0;0.0;0.0;582.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;64.74
0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;33.0;2.0;269.04;134.52;0.0;269.04;-269.04;266.0;77.82
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;518.0;40.32
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;99.0;2.0;64.88;32.44;0.0;0.0;0.0;276.0;23.39
0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;8.0;3.0;76.69;25.563333333333333;13.31;0.0;13.31;354.0;118.83
0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;69.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;65.0;6.0;615.39;102.565;0.0;0.0;0.0;543.0;58.39
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;598.0;20.81
0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;6.0;173.28;28.88;48.33;70.44999999999999;-22.11999999999999;610.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;58.0;1.0;45.31;45.31;0.0;45.31;-45.31;341.0;35.31
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;33.0;1.0;59.66;59.66;0.0;59.66;-59.66;698.0;25.77
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;110.0;3.0;223.54;74.51333333333334;0.0;0.0;0.0;512.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;59.0;2.0;55.19;27.595;0.0;36.56;-36.56;412.0;43.3
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;30.56
0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;620.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;68.0;1.0;56.35;56.35;0.0;0.0;0.0;79.0;27.91
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;77.0;3.0;150.87;50.29;0.0;0.0;0.0;664.0;309.96
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;95.0;1.0;54.86;54.86;0.0;0.0;0.0;183.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;103.0;1.0;31.73;31.73;0.0;0.0;0.0;112.0;21.06
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;79.0;43.37
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;115.0;4.0;81.18;20.295;0.0;0.0;0.0;567.0;18.68
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;52.0;1.0;24.71;24.71;0.0;24.71;-24.71;77.0;12.91
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;54.0;4.0;326.13;81.5325;0.0;160.94;-160.94;646.0;107.74000000000001
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;351.0;48.77
0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;29.0;7.0;812.0999999999999;116.0142857142857;164.26;216.49;-52.23000000000002;387.0;222.17000000000002
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;111.0;2.0;78.56;39.28;0.0;0.0;0.0;500.0;88.77
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;76.0;4.0;122.22999999999999;30.557499999999997;0.0;0.0;0.0;714.0;148.8
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;0.0;166.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;77.0;1.0;35.97;35.97;0.0;0.0;0.0;485.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;125.0;1.0;29.67;29.67;0.0;0.0;0.0;247.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;19.0;1.0;74.3;74.3;74.3;0.0;74.3;431.0;0.0
