customer_id,transaction_date,amount
C0247,2024-09-17,34.71
C0247,2024-10-12,35.97
C0247,2024-11-05,90.35
C0248,2024-05-10,27.4
C0248,2024-05-12,28.24
C0248,2024-06-15,36.34
C0248,2024-07-22,60.7
C0248,2024-08-18,78.35
C0248,2024-09-09,12.45
C0248,2025-01-04,81.55
C0248,2025-02-23,32.56
C0248,2025-03-30,21.39
C0248,2025-04-14,309.09
C0250,2024-08-15,14.63
C0250,2024-08-24,18.97
C0250,2024-10-23,21.1
C0251,2024-03-30,53.63
C0251,2024-11-09,64.5
C0251,2024-12-07,60.22
C0251,2024-12-31,89.8
C0251,2025-01-20,126.96
C0251,2025-05-02,834.62
C0253,2024-01-12,21.27
C0253,2024-06-24,81.84
C0253,2025-05-27,62.64
C0254,2024-05-27,17.48
C0254,2024-05-31,54.23
C0254,2024-08-23,27.29
C0254,2024-11-06,21.39
C0254,2025-04-26,36.92
C0254,2025-05-28,23.72
C0255,2024-09-13,51.38
C0255,2025-03-20,27.9
C0255,2025-04-18,28.94
C0256,2024-09-28,42.59
C0257,2024-08-05,67.71
C0257,2024-11-24,32.08
C0257,2024-12-13,79.85
C0258,2023-12-31,41.67
C0258,2024-01-11,60.93
C0258,2024-10-20,12.28
C0259,2024-07-28,37.27
C0259,2024-09-23,41.04
C0259,2025-02-07,293.77
C0260,2024-06-15,45.4
C0260,2024-06-29,30.85
C0260,2024-08-02,20.93
C0260,2024-08-17,50.36
C0260,2024-10-12,16.77
C0260,2025-03-14,46.1
C0260,2025-03-29,15.53
C0261,2024-11-17,26.4
C0261,2025-04-30,23.65
C0262,2024-02-27,20.81
C0262,2024-03-03,26.57
C0262,2024-03-30,13.14
C0262,2024-05-31,16.28
C0262,2024-08-14,14.97
C0262,2024-09-21,23.47
C0262,2024-11-19,39.9
C0262,2024-11-22,46.7
C0263,2024-01-28,26.55
C0263,2024-02-03,41.23
C0263,2024-03-04,18.96
C0263,2024-03-28,28.47
C0263,2024-03-31,37.21
C0263,2024-08-03,59.39
C0263,2024-11-07,45.37
C0263,2024-12-14,52.02
C0263,2025-01-04,34.64
C0263,2025-01-22,34.05
C0264,2024-12-25,41.34
C0264,2025-02-24,26.06
C0264,2025-03-07,30.44
C0266,2024-04-19,55.92
C0266,2024-04-25,74.86
C0266,2024-06-18,64.93
C0266,2024-12-28,52.23
C0266,2025-02-09,93.74
C0266,2025-03-09,91.24
C0266,2025-03-11,51.49
C0267,2024-05-08,79.92
C0267,2024-06-03,518.34
C0267,2024-08-24,30.63
C0267,2024-10-30,72.23
C0267,2025-02-03,128.92
C0267,2025-04-01,37.74
C0268,2024-01-09,20.31
C0268,2024-09-05,24.16
C0268,2025-01-04,32.2
C0268,2025-01-18,752.34
C0268,2025-02-08,89.32
C0268,2025-02-19,66.17
C0269,2024-09-20,18.78
C0269,2025-05-01,28.15
C0271,2023-12-27,58.7
C0271,2024-06-01,83.23
C0271,2024-11-21,90.55
C0271,2025-01-31,14.84
C0271,2025-03-10,71.02
C0271,2025-05-21,166.56
C0272,2024-02-21,47.05
C0272,2024-10-29,55.81
C0273,2023-12-21,27.79
C0273,2024-09-25,34.58
C0273,2024-10-16,14.7
C0273,2025-01-18,25.97
C0273,2025-02-06,40.33
C0273,2025-03-11,40.01
C0273,2025-04-19,12.1
C0274,2025-02-16,28.8
C0274,2025-03-11,22.03
C0275,2024-04-10,14.62
C0275,2024-07-16,44.87
C0275,2024-09-21,14.33
C0275,2024-11-24,29.25
C0275,2025-02-19,35.37
C0275,2025-04-23,46.1
C0276,2024-06-24,27.8
C0276,2024-09-15,98.2
C0276,2024-11-05,93.9
C0276,2025-03-14,40.4
C0277,2024-08-09,101.19
C0277,2024-08-18,114.14
C0277,2024-09-14,90.14
C0277,2024-10-06,118.13
C0277,2024-10-17,32.62
C0277,2025-03-08,161.02
C0277,2025-05-25,50.05
C0278,2024-12-30,48.47
C0279,2024-01-07,14.39
C0279,2024-02-18,51.73
C0279,2024-05-06,65.86
C0279,2024-07-22,22.42
C0279,2024-09-07,71.95
C0279,2025-01-16,26.38
C0280,2023-12-22,25.2
C0280,2024-03-19,14.75
C0280,2024-03-26,11.69
C0280,2024-12-27,51.5
C0280,2025-04-16,13.2
C0281,2024-03-10,41.16
C0281,2024-03-20,29.05
C0281,2024-05-11,27.56
C0281,2024-06-08,11.13
C0281,2024-10-03,60.51
C0281,2024-11-06,23.17
C0281,2025-05-14,29.01
C0282,2024-02-21,28.55
C0282,2025-02-23,34.94
C0282,2025-02-25,15.23
C0282,2025-03-17,20.02
C0282,2025-05-30,30.39
C0283,2024-11-07,75.52
C0283,2025-01-18,96.53
C0284,2024-04-02,81.78
C0284,2024-09-02,13.45
C0284,2024-09-21,16.37
C0284,2025-01-23,25.7
C0284,2025-05-25,35.2
C0285,2025-04-28,22.22
C0285,2025-05-09,8.51
C0285,2025-05-28,65.56
C0286,2025-05-12,18.85
C0288,2024-05-14,19.85
C0289,2025-03-31,27.06
C0290,2024-07-28,49.38
C0290,2025-02-22,47.59
C0290,2025-04-12,40.3
C0290,2025-05-06,48.59
C0293,2025-03-11,61.81
C0293,2025-04-09,47.4
C0293,2025-04-15,45.84
C0293,2025-05-09,35.94
C0294,2024-07-10,10.24
C0294,2024-10-07,36.55
C0294,2025-01-20,49.8
C0295,2024-04-21,85.26
C0295,2024-07-01,49.83
C0295,2024-12-10,65.9
C0295,2025-01-29,53.62
C0295,2025-04-18,56.07
C0295,2025-05-19,109.45
C0295,2025-05-31,74.91
C0296,2025-01-09,9.85
C0296,2025-01-10,13.42
C0296,2025-01-12,20.35
C0296,2025-03-03,23.68
C0297,2025-05-03,15.34
C0298,2024-04-24,35.69
C0298,2024-11-27,63.56
C0298,2025-02-18,16.83
C0299,2024-06-02,38.47
C0299,2024-06-12,40.71
C0299,2024-10-26,42.08
C0299,2024-11-05,31.68
C0299,2025-01-09,27.55
C0299,2025-01-12,30.18
C0299,2025-05-07,8.14
C0301,2023-12-19,18.19
C0301,2024-02-07,37.45
C0301,2024-04-29,57.07
C0301,2024-12-24,26.59
C0302,2025-02-08,23.05
C0302,2025-05-11,10.85
C0302,2025-05-22,24.86
C0305,2024-06-13,65.17
C0305,2024-12-08,47.9
C0305,2024-12-29,16.08
C0305,2025-02-09,50.2
C0306,2024-01-29,51.92
C0306,2024-01-31,20.88
C0306,2024-10-08,27.33
C0306,2024-11-10,59.19
C0307,2024-02-11,45.99
C0307,2024-02-19,36.74
C0307,2024-03-10,39.66
C0307,2024-03-11,25.45
C0307,2024-10-17,40.06
C0307,2024-12-05,28.24
C0307,2025-01-06,43.27
C0307,2025-04-24,33.62
C0308,2024-04-16,57.08
C0308,2024-04-21,45.28
C0308,2024-05-16,100.02
C0308,2025-02-07,99.05
C0309,2024-04-02,17.22
C0309,2024-04-10,17.08
C0309,2024-08-04,101.33
C0309,2024-10-19,11.77
C0309,2024-10-25,23.17
C0309,2025-01-02,112.74
C0309,2025-01-20,33.93
C0310,2023-12-22,29.5
C0310,2024-02-10,13.59
C0310,2024-03-10,30.89
C0310,2024-06-10,17.84
C0310,2024-11-09,14.52
C0310,2024-11-27,17.3
C0310,2024-12-12,89.95
C0310,2025-01-19,22.11
C0310,2025-03-02,16.1
C0310,2025-03-28,36.75
C0310,2025-04-12,12.48
C0311,2024-11-15,49.37
C0311,2024-11-15,42.39
C0311,2025-01-09,16.63
C0311,2025-02-23,30.21
C0312,2024-11-10,31.92
C0312,2024-11-24,28.23
C0312,2024-12-07,60.63
C0312,2025-01-03,31.58
C0313,2023-12-12,25.34
C0313,2024-01-31,14.02
C0313,2024-05-22,9.03
C0313,2024-09-23,67.0
C0313,2025-01-22,26.96
C0313,2025-03-20,27.29
C0313,2025-05-26,32.58
C0315,2023-12-20,20.99
C0315,2024-01-25,51.47
C0315,2024-05-10,21.25
C0315,2024-06-25,34.28
C0315,2024-08-30,47.19
C0315,2024-10-16,21.27
C0315,2024-11-24,20.93
C0315,2025-02-01,11.1
C0315,2025-04-06,37.94
C0315,2025-04-11,39.11
C0316,2024-07-22,111.44
C0316,2024-09-01,93.44
C0316,2024-09-09,57.65
C0316,2025-04-30,109.42
C0318,2024-08-07,49.49
C0318,2025-03-04,37.61
C0319,2025-01-19,277.82
C0320,2024-11-01,33.62
C0320,2025-01-03,39.54
C0320,2025-01-16,403.1
C0320,2025-01-21,65.09
C0320,2025-03-17,32.52
C0320,2025-03-17,30.83
C0320,2025-04-09,80.02
C0322,2024-03-14,42.16
C0322,2024-10-03,20.1
C0322,2024-10-04,12.01
C0322,2024-10-13,27.62
C0322,2024-11-28,16.08
C0322,2024-12-19,19.28
C0323,2024-08-11,303.09
C0323,2024-10-03,22.8
C0323,2025-01-24,21.26
C0323,2025-03-03,31.86
C0323,2025-04-15,20.59
C0324,2025-03-09,20.23
C0324,2025-04-15,135.19
C0325,2025-02-22,32.78
C0325,2025-03-05,23.26
C0325,2025-05-19,18.12
C0326,2023-12-28,76.3
C0326,2024-12-21,50.18
C0327,2025-01-10,13.92
C0327,2025-02-09,10.88
C0327,2025-04-16,39.2
C0328,2024-09-26,10.43
C0328,2025-03-04,42.86
C0329,2023-12-14,22.59
C0329,2023-12-17,140.26
C0329,2024-07-25,74.45
C0330,2024-03-18,71.38
C0330,2024-08-06,69.89
C0330,2024-12-22,5.44
C0330,2024-12-25,54.35
C0330,2025-05-16,14.03
C0330,2025-05-26,36.39
C0331,2024-05-31,25.67
C0331,2024-06-13,31.2
C0331,2024-08-21,47.65
C0331,2024-09-27,31.88
C0331,2025-02-10,35.0
C0331,2025-05-24,77.44
C0332,2024-02-16,41.47
C0332,2024-12-02,39.27
C0332,2025-01-20,29.64
C0332,2025-04-13,46.63
C0332,2025-05-04,39.04
C0332,2025-05-31,16.03
C0333,2024-02-13,55.38
C0333,2024-04-26,65.27
C0333,2024-06-19,84.67
C0333,2024-08-07,99.36
C0333,2024-10-17,89.81
C0333,2024-11-09,61.93
C0333,2025-02-26,74.12
C0333,2025-04-18,54.45
C0333,2025-04-26,88.65
C0333,2025-05-13,59.41
C0334,2024-11-09,23.98
C0335,2024-01-09,42.77
C0335,2024-06-30,15.49
C0335,2024-07-16,80.58
C0335,2024-09-13,38.18
C0335,2024-11-06,38.64
C0335,2025-03-30,24.24
C0335,2025-05-06,107.64
C0336,2024-12-24,20.05
C0336,2025-03-17,177.84
C0337,2025-03-23,77.39
C0337,2025-04-20,20.78
C0337,2025-05-19,16.37
C0338,2024-03-10,20.86
C0338,2024-10-05,34.71
C0338,2025-03-10,16.44
C0338,2025-04-11,23.45
C0338,2025-04-18,56.41
C0339,2024-04-25,52.43
C0339,2024-05-09,36.74
C0339,2024-07-10,23.8
C0339,2024-11-13,56.09
C0340,2025-03-10,64.74
C0341,2024-05-11,209.32
C0341,2024-12-28,151.4
C0341,2024-12-29,117.64
C0341,2025-02-18,77.82
C0342,2024-05-28,16.29
C0342,2024-07-03,20.94
C0342,2025-02-07,40.32
C0343,2024-05-23,40.62
C0343,2024-09-22,45.61
C0343,2024-10-24,19.27
C0343,2025-03-18,23.39
C0344,2024-06-17,14.91
C0344,2024-07-23,85.35
C0344,2024-07-28,15.02
C0344,2024-09-28,24.85
C0344,2024-10-21,38.53
C0344,2025-01-23,13.31
C0344,2025-03-05,118.83
C0346,2024-05-10,25.15
C0346,2024-10-07,25.05
C0346,2024-10-30,70.96
C0346,2024-11-10,17.88
C0346,2024-11-14,260.21
C0346,2024-11-24,76.48
C0346,2024-11-27,164.81
C0346,2025-03-31,58.39
C0346,2025-05-26,71.0
C0348,2025-05-16,73.83
C0349,2024-06-18,14.21
C0349,2025-04-29,20.81
C0350,2024-09-18,17.66
C0350,2024-09-25,19.83
C0350,2024-11-04,17.01
C0350,2024-12-19,58.41
C0350,2024-12-28,12.04
C0350,2025-01-28,48.33
C0351,2024-12-04,45.31
C0351,2025-03-01,35.31
C0352,2024-03-08,41.7
C0352,2024-04-09,30.89
C0352,2024-12-29,59.66
C0352,2025-05-01,25.77
C0353,2023-12-21,30.54
C0353,2024-02-29,16.45
C0353,2024-06-18,43.93
C0353,2024-09-18,177.45
C0353,2024-10-07,11.5
C0353,2024-10-13,34.59
C0353,2025-05-16,27.99
C0354,2024-01-06,33.4
C0354,2024-01-14,47.14
C0354,2024-02-07,37.01
C0354,2024-10-31,18.63
C0354,2024-12-03,36.56
C0354,2025-03-22,43.3
C0354,2025-05-27,31.96
C0355,2025-03-11,30.56
C0356,2025-05-06,140.96
C0358,2024-11-24,56.35
C0358,2025-04-25,27.91
C0358,2025-05-13,21.28
C0358,2025-05-27,25.71
C0359,2023-12-18,32.75
C0359,2024-01-30,32.1
C0359,2024-03-21,30.87
C0359,2024-03-26,40.3
C0359,2024-08-13,49.84
C0359,2024-10-30,74.7
C0359,2024-11-15,26.33
C0359,2025-02-04,77.85
C0359,2025-02-13,68.17
C0359,2025-02-17,26.48
C0359,2025-02-17,74.14
C0359,2025-04-24,63.32
C0360,2024-10-28,54.86
C0361,2024-10-20,31.73
C0361,2025-04-14,21.06
C0361,2025-05-15,72.87
C0362,2025-02-13,43.37
C0363,2024-02-01,12.69
C0363,2024-05-20,21.08
C0363,2024-08-18,21.0
C0363,2024-08-26,20.44
C0363,2024-09-16,10.04
C0363,2024-10-08,29.7
C0363,2025-02-14,18.68
C0364,2024-12-10,24.71
C0364,2025-02-15,12.91
C0365,2024-01-16,49.84
C0365,2024-01-22,70.9
C0365,2024-03-22,36.67
C0365,2024-05-06,44.81
C0365,2024-06-11,29.78
C0365,2024-10-29,55.05
C0365,2024-11-25,110.14
C0365,2024-12-08,76.95
C0365,2024-12-08,83.99
C0365,2025-03-24,81.12
C0365,2025-04-11,26.62
C0365,2025-05-17,127.0
C0365,2025-05-27,53.61
C0366,2024-04-14,18.01
C0366,2024-06-05,38.62
C0366,2025-03-08,48.77
C0367,2024-03-19,49.86
C0367,2024-04-07,55.04
C0367,2024-04-30,112.15
C0367,2024-09-02,78.07
C0367,2024-10-04,85.11
C0367,2024-11-12,184.09
C0367,2024-11-17,84.08
C0367,2024-12-05,84.38
C0367,2024-12-22,132.11
C0367,2025-01-02,164.26
C0367,2025-02-15,87.74
C0367,2025-03-25,57.14
C0367,2025-04-08,77.29
C0367,2025-05-23,42.71
C0368,2024-10-01,52.83
C0368,2024-10-12,25.73
C0368,2025-02-12,48.23
C0368,2025-03-15,40.54
C0369,2023-12-27,55.87
C0369,2024-03-12,25.82
C0369,2024-06-14,16.82
C0369,2024-07-03,24.39
C0369,2024-08-22,21.99
C0369,2024-08-26,50.85
C0369,2024-09-20,15.48
C0369,2024-11-16,33.91
C0369,2025-02-24,29.56
C0369,2025-02-26,70.87
C0369,2025-04-08,48.37
C0371,2024-05-01,26.75
C0371,2024-08-03,10.15
C0371,2024-11-15,35.97
C0371,2025-05-02,24.68
C0372,2024-09-28,29.67
C0373,2024-01-26,30.58
C0373,2024-06-30,23.02
C0373,2024-07-09,13.84
C0373,2025-01-12,74.3
C0374,2024-05-27,25.84
C0374,2024-12-06,11.42
C0374,2025-01-19,44.16
C0374,2025-04-13,59.23
C0375,2025-02-16,25.61
C0375,2025-05-27,32.2
C0376,2024-05-01,58.34
C0376,2025-02-09,32.21
C0376,2025-03-27,36.93
C0376,2025-04-12,21.02
C0377,2024-08-18,61.92
C0377,2024-09-23,29.78
C0377,2024-10-22,41.77
C0377,2024-11-13,62.43
C0377,2024-12-09,53.03
C0377,2024-12-30,52.11
C0378,2025-02-24,100.65
C0379,2024-08-03,21.29
C0379,2024-10-06,40.12
C0379,2025-01-19,40.78
C0379,2025-02-20,81.84
C0380,2024-03-01,35.51
C0380,2024-04-25,23.54
C0380,2024-05-31,31.45
C0380,2024-08-09,94.87
C0380,2024-08-12,38.47
C0380,2024-09-06,94.15
C0380,2024-10-10,20.77
C0380,2024-10-20,33.15
C0380,2024-10-23,73.11
C0380,2024-10-31,29.44
C0380,2024-11-12,51.75
C0380,2024-11-23,254.9
C0380,2024-11-26,72.58
C0380,2025-01-01,42.16
C0380,2025-04-08,34.1
C0380,2025-04-21,59.59
C0380,2025-05-06,60.05
C0381,2023-12-20,51.84
C0381,2024-05-21,30.55
C0381,2024-07-27,29.37
C0381,2024-09-30,80.41
C0381,2024-10-20,38.08
C0381,2025-03-10,18.84
C0381,2025-03-28,101.93
C0381,2025-05-02,64.22
C0381,2025-05-29,55.68
C0382,2025-01-25,66.85
C0384,2024-08-19,16.6
C0384,2024-08-27,88.11
C0384,2025-04-14,25.36
C0385,2024-06-19,28.94
C0385,2024-11-17,89.5
C0385,2024-11-18,49.88
C0385,2025-01-23,52.49
C0385,2025-03-30,28.44
C0385,2025-05-31,32.19
C0386,2024-02-14,30.73
C0386,2024-03-22,39.65
C0386,2024-07-19,20.56
C0386,2024-08-23,18.85
C0386,2024-09-02,24.38
C0386,2024-10-02,40.8
C0386,2024-12-16,91.56
C0387,2023-12-23,37.34
C0387,2024-01-06,23.91
C0387,2024-02-15,59.65
C0387,2024-02-24,31.73
C0387,2024-03-07,123.96
C0387,2024-12-29,72.14
C0387,2025-01-02,36.6
C0388,2025-04-02,29.8
C0389,2025-02-12,46.67
C0389,2025-04-08,31.93
C0390,2023-12-17,68.78
C0390,2024-02-08,122.84
C0390,2024-03-22,57.85
C0390,2024-03-28,68.61
C0390,2024-11-19,248.53
C0390,2024-11-27,123.1
C0390,2024-12-14,86.15
C0390,2025-01-25,158.4
C0391,2024-09-04,7.51
C0391,2024-10-28,62.65
C0391,2024-11-11,52.48
C0391,2025-01-03,79.9
C0391,2025-03-03,27.87
C0391,2025-03-15,28.26
C0393,2024-01-07,41.24
C0393,2024-04-13,38.33
C0393,2024-05-01,28.36
C0393,2024-05-07,32.19
C0393,2024-09-19,42.48
C0393,2025-02-16,90.34
C0394,2024-05-31,61.89
C0394,2024-06-17,79.14
C0394,2024-06-21,27.85
C0394,2024-09-09,20.44
C0394,2024-10-23,21.35
C0394,2025-01-03,37.8
C0395,2024-07-15,16.45
C0395,2024-08-22,44.26
C0395,2024-09-18,116.36
C0395,2024-10-06,30.85
C0395,2024-10-07,20.26
C0395,2024-11-17,46.79
C0395,2024-12-04,209.22
C0395,2025-01-21,27.54
C0395,2025-01-29,22.76
C0395,2025-04-26,39.32
C0396,2024-12-12,59.61
C0397,2024-01-01,31.03
C0397,2024-03-10,75.49
C0397,2024-03-17,19.48
C0397,2024-09-13,45.39
C0397,2024-10-13,37.88
C0398,2024-04-08,17.72
C0398,2024-06-05,24.07
C0398,2024-06-13,45.41
C0398,2024-09-11,91.44
C0398,2024-10-21,31.33
C0398,2024-11-21,34.59
C0398,2024-12-14,16.98
C0398,2025-04-14,24.58
C0399,2024-03-16,14.16
C0399,2024-04-05,11.36
C0399,2024-07-24,16.65
C0399,2024-10-10,20.75
C0400,2024-01-23,43.81
C0400,2024-03-18,66.73
C0400,2025-03-14,37.74
C0400,2025-04-08,16.19
C0401,2025-03-09,23.06
C0402,2024-11-14,96.37
C0403,2023-12-11,84.22
C0403,2024-01-09,52.02
C0403,2024-06-06,55.81
C0403,2024-08-22,112.6
C0403,2024-09-29,100.06
C0403,2024-12-16,101.0
C0403,2025-04-14,34.93
C0404,2025-02-25,9.31
C0404,2025-04-01,32.59
C0404,2025-05-16,11.94
C0404,2025-05-26,24.52
C0406,2024-02-04,37.89
C0406,2024-04-15,27.7
C0406,2024-07-06,43.89
C0406,2024-07-24,49.03
C0406,2024-12-04,34.93
C0406,2025-04-03,29.55
C0406,2025-05-30,13.74
C0407,2024-02-20,25.22
C0407,2024-03-28,43.91
C0407,2024-05-14,34.24
C0407,2024-10-06,92.91
C0407,2025-01-22,53.01
C0408,2024-03-15,61.63
C0408,2024-04-06,26.91
C0408,2024-09-01,47.26
C0408,2024-10-27,8.56
C0408,2024-11-19,73.69
C0408,2025-01-17,23.67
C0408,2025-03-21,77.0
C0409,2025-02-15,25.56
C0410,2024-05-28,24.39
C0410,2024-07-29,16.01
C0410,2024-08-18,44.78
C0410,2024-09-20,24.47
C0410,2024-12-24,44.15
C0411,2024-03-09,187.67
C0411,2024-07-04,119.34
C0411,2025-03-25,58.64
C0412,2024-01-25,17.08
C0412,2024-08-12,22.61
C0412,2024-09-26,60.53
C0412,2024-10-09,83.41
C0412,2024-11-18,30.18
C0412,2024-11-26,41.6
C0412,2025-01-12,46.88
C0412,2025-01-21,28.89
C0412,2025-02-12,48.27
C0412,2025-04-20,21.79
C0412,2025-05-18,23.51
C0413,2024-07-20,89.34
C0413,2024-08-11,152.77
C0413,2024-09-07,76.23
C0413,2024-10-07,70.38
C0413,2025-03-19,23.95
C0413,2025-03-30,40.58
C0413,2025-05-06,22.35
C0413,2025-05-14,49.66
C0414,2024-01-10,26.77
C0414,2024-02-06,22.76
C0414,2024-07-12,21.14
C0414,2024-11-28,26.52
C0414,2024-12-15,64.22
C0417,2025-02-08,51.9
C0418,2024-02-19,61.77
C0418,2024-06-12,135.36
C0418,2024-06-18,80.91
C0418,2024-07-09,98.37
C0418,2024-08-25,40.48
C0418,2024-09-19,82.9
C0418,2024-11-07,92.86
C0418,2024-11-14,743.73
C0418,2024-12-02,70.35
C0418,2024-12-23,45.31
C0418,2024-12-24,69.65
C0418,2025-02-05,49.94
C0418,2025-03-27,115.75
C0418,2025-05-13,101.64
C0419,2024-04-11,58.81
C0419,2024-09-15,51.41
C0419,2024-09-26,34.43
C0419,2024-10-13,98.53
C0419,2024-11-27,106.65
C0419,2024-12-25,85.26
C0419,2025-01-19,90.14
C0419,2025-03-18,85.62
C0419,2025-04-30,47.1
C0419,2025-05-15,31.93
C0419,2025-05-31,105.32
C0421,2025-03-05,111.83
C0422,2024-11-13,15.96
C0422,2025-04-29,56.61
C0423,2024-08-28,16.9
C0423,2024-10-14,36.29
C0423,2024-10-29,25.31
C0423,2025-02-17,20.19
C0423,2025-03-11,52.64
C0423,2025-04-06,35.46
C0424,2024-06-18,28.48
C0424,2024-11-17,37.1
C0424,2024-12-28,28.19
C0425,2024-04-07,118.92
C0425,2024-07-11,57.9
C0425,2024-08-05,178.34
C0425,2024-09-01,72.74
C0425,2024-12-22,46.88
C0425,2025-01-06,53.02
C0425,2025-01-23,31.37
C0425,2025-01-28,37.32
C0425,2025-02-01,69.54
C0425,2025-02-23,52.54
C0425,2025-03-05,33.2
C0425,2025-05-24,67.44
C0426,2024-02-15,76.23
C0426,2024-03-30,19.93
C0426,2024-05-11,37.59
C0426,2024-05-15,39.14
C0426,2025-02-03,32.14
C0428,2025-02-02,19.77
C0429,2024-05-18,19.17
C0429,2024-12-22,106.54
C0429,2025-03-25,9.57
C0429,2025-04-25,36.12
C0430,2024-10-08,34.83
C0430,2025-05-05,84.12
C0431,2024-11-15,70.31
C0431,2025-04-22,70.55
C0433,2024-11-20,32.78
C0433,2025-02-08,27.34
C0434,2024-02-02,78.89
C0434,2024-03-06,74.58
C0434,2024-07-30,35.24
C0434,2024-08-31,147.27
C0434,2024-10-06,26.64
C0434,2024-10-24,61.16
C0434,2024-11-24,51.85
C0434,2025-01-08,132.8
C0435,2024-08-30,30.94
C0435,2025-05-29,73.86
C0436,2024-05-06,152.68
C0436,2024-06-08,83.32
C0436,2024-08-03,33.77
C0436,2024-08-04,59.36
C0436,2024-10-01,137.9
C0436,2024-10-03,63.47
C0437,2024-10-20,8.2
C0438,2025-04-19,30.51
C0439,2024-03-29,29.28
C0439,2024-06-28,30.73
C0439,2024-09-22,23.37
C0439,2024-10-12,27.58
C0439,2024-10-14,24.56
C0439,2025-02-26,34.05
C0439,2025-03-31,44.85
C0440,2023-12-21,79.96
C0440,2024-01-21,67.29
C0440,2024-01-28,22.96
C0440,2024-03-26,38.09
C0440,2024-12-05,44.76
C0440,2025-01-16,30.16
C0441,2025-05-09,49.98
C0442,2024-01-31,17.83
C0442,2024-02-20,8.81
C0442,2024-03-04,21.89
C0442,2024-07-30,28.34
C0442,2024-12-16,33.89
C0443,2024-01-21,41.49
C0443,2024-07-07,27.28
C0443,2024-08-25,662.41
C0443,2024-10-02,30.59
C0443,2025-03-29,21.28
C0443,2025-05-25,27.49
C0446,2024-12-22,37.45
C0446,2024-12-24,27.38
C0446,2025-01-04,31.19
C0446,2025-02-21,28.31
C0446,2025-04-04,39.24
C0446,2025-04-17,27.75
C0447,2024-01-05,42.38
C0447,2024-03-05,13.87
C0447,2024-03-08,21.77
C0447,2024-03-29,16.43
C0447,2024-05-30,23.15
C0447,2025-01-25,30.34
C0447,2025-03-31,25.57
C0448,2025-01-06,41.64
C0448,2025-04-15,19.59
C0448,2025-04-30,44.73
C0448,2025-05-31,35.54
C0449,2024-09-02,24.54
C0449,2024-10-21,32.68
C0449,2024-11-18,21.74
C0449,2025-01-15,8.73
C0449,2025-03-29,8.97
C0450,2024-02-05,5.35
C0450,2024-10-11,45.83
C0450,2024-12-01,40.16
C0450,2025-01-20,21.31
C0451,2025-04-11,15.65
C0452,2025-05-31,26.58
C0453,2024-02-07,21.23
C0453,2024-03-17,17.91
C0453,2024-05-01,28.57
C0453,2024-05-17,58.98
C0453,2024-05-21,28.82
C0453,2024-05-22,11.36
C0454,2024-02-05,23.93
C0454,2024-04-27,19.16
C0454,2024-07-26,28.06
C0454,2024-11-18,32.7
C0455,2024-04-17,63.83
C0455,2024-04-27,48.5
C0455,2024-07-10,58.63
C0455,2024-08-06,72.67
C0455,2024-09-03,91.15
C0455,2024-09-04,38.15
C0455,2024-11-20,32.97
C0455,2025-01-21,61.43
C0456,2024-11-25,23.43
C0456,2025-01-29,34.81
C0456,2025-02-04,14.67
C0456,2025-03-29,41.66
C0456,2025-04-14,42.25
C0457,2024-09-18,69.04
C0457,2024-11-08,244.1
C0457,2024-12-16,45.2
C0457,2025-01-01,135.05
C0457,2025-05-16,89.17
C0459,2025-01-14,10.06
C0459,2025-01-30,17.36
C0460,2024-02-12,22.86
C0460,2024-04-14,72.06
C0460,2024-05-18,63.17
C0460,2024-06-28,77.49
C0460,2024-08-09,61.7
C0460,2024-10-08,27.91
C0460,2024-10-10,49.15
C0460,2025-01-08,21.97
C0460,2025-01-30,39.65
C0461,2024-12-13,29.23
C0461,2025-03-23,103.37
C0462,2024-04-10,18.03
C0462,2024-07-12,81.06
C0462,2024-07-12,101.77
C0462,2024-08-21,182.04
C0462,2024-09-13,25.63
C0462,2024-12-28,117.17
C0462,2025-01-30,79.23
C0462,2025-05-04,170.64
C0462,2025-05-27,65.42
C0463,2024-12-11,38.69
C0463,2024-12-19,77.34
C0463,2025-02-24,23.28
C0463,2025-03-21,21.6
C0463,2025-05-08,29.98
C0464,2024-11-15,13.77
C0464,2025-01-18,13.05
C0464,2025-02-10,55.99
C0464,2025-02-15,24.81
C0464,2025-05-03,12.57
C0465,2024-06-01,48.17
C0465,2024-06-26,39.86
C0465,2024-08-18,40.5
C0465,2025-04-12,9.62
C0466,2025-02-13,36.83
C0466,2025-05-25,12.67
C0468,2024-06-21,70.21
C0468,2025-01-03,98.19
C0468,2025-05-04,28.84
C0469,2024-03-10,51.13
C0469,2024-06-10,53.11
C0469,2025-01-29,38.45
C0470,2025-03-21,44.73
C0470,2025-04-20,63.68
C0471,2024-10-26,40.38
C0472,2025-02-03,20.44
C0473,2024-02-12,99.02
C0473,2024-03-01,25.21
C0474,2025-02-22,94.84
C0475,2024-06-16,93.44
C0475,2024-10-10,42.63
C0475,2025-04-09,38.49
C0475,2025-04-11,40.24
C0476,2024-12-27,14.16
C0477,2024-11-17,60.7
C0477,2024-12-19,65.97
C0477,2024-12-31,62.81
C0477,2025-02-24,18.89
C0477,2025-03-08,46.61
C0478,2023-12-09,22.69
C0478,2024-01-06,24.5
C0478,2024-04-09,23.7
C0478,2024-11-03,26.26
C0478,2024-12-06,76.15
C0478,2024-12-09,26.83
C0478,2025-04-02,17.06
